credit_score,income,loan_amount,employment_status,loan_purpose,previous_defaults,risk_label
778,106799,42958,1,0,1,1
395,140007,33363,1,0,2,0
713,68367,8736,1,2,0,0
534,33201,21473,0,3,2,0
361,22739,39019,0,1,2,0
555,33231,47062,0,1,3,0
647,145610,26087,0,3,1,0
423,127814,33489,1,3,3,0
781,62495,41820,0,2,1,0
616,41168,24325,0,1,3,0
803,52624,5271,0,0,4,0
347,30635,23414,0,2,0,0
708,29964,29220,2,2,0,0
435,47785,49466,0,0,0,0
500,115046,47425,1,2,4,0
549,102797,14387,0,3,4,0
613,104790,16279,0,0,0,0
667,96928,32584,0,0,0,0
728,32336,49783,0,1,1,0
779,97475,44809,1,0,1,0
613,47412,46476,0,2,2,1
799,102212,15857,0,1,3,0
654,95379,47261,0,2,1,0
784,65591,13052,0,3,1,0
510,81750,21995,1,3,1,0
343,110648,18580,0,1,1,0
840,116134,23240,0,1,4,0
391,55454,22910,1,2,2,0
564,118537,15216,0,3,1,0
519,82672,43997,0,1,3,0
741,47228,29911,0,3,1,0
700,34429,39866,0,3,4,0
699,104294,20438,1,3,0,0
789,87808,12865,0,2,0,0
784,102886,21557,2,2,2,0
769,135577,17211,0,3,0,1
744,73015,38268,2,3,1,0
568,108074,8646,0,3,4,0
566,88936,47816,0,0,2,0
353,100907,28924,0,0,1,0
827,77378,49112,0,2,0,0
819,57310,14910,1,3,3,0
358,121827,6778,1,0,1,0
339,103683,24441,0,1,3,0
536,88827,10190,0,1,3,0
685,55256,20304,0,3,2,0
599,96428,44765,2,0,4,0
694,119862,32289,1,1,0,0
506,122994,49788,0,2,0,0
635,58889,9747,1,1,1,0
813,71428,14286,2,2,0,0
477,130502,5045,0,1,2,0
695,57207,34742,1,1,0,0
670,70255,12758,0,0,1,0
617,125824,28437,0,1,0,1
668,111531,24585,0,1,4,0
683,25409,38223,0,2,3,1
361,62438,14854,0,2,3,0
804,130410,22349,0,1,3,0
538,130238,35692,1,3,4,0
494,115359,26348,0,1,2,0
521,27869,39296,0,1,1,1
360,121260,40744,1,0,4,0
428,76862,24455,0,1,1,0
455,107937,18288,0,1,2,0
677,45958,11387,2,2,4,0
736,96302,40289,1,2,0,0
506,39768,44293,0,2,2,1
687,116330,38894,0,2,3,0
779,46145,28016,2,1,4,0
639,95622,45484,0,3,2,0
639,128739,35215,0,0,2,0
503,46442,21102,0,0,4,0
460,101948,8404,0,3,3,0
839,143585,42260,1,3,3,0
691,45596,40111,1,0,2,0
833,95791,5106,2,1,1,0
369,62406,20195,1,0,2,0
704,60524,32153,0,3,4,0
816,43332,34605,0,1,4,0
419,130160,42569,2,0,4,0
516,35764,10580,0,1,3,0
355,47563,10400,0,1,0,0
665,107675,44643,2,3,4,0
803,56370,35649,0,2,4,0
754,25062,35496,0,0,1,0
403,64645,25637,1,3,1,0
376,142759,46424,2,0,2,1
529,27244,44015,0,2,2,0
557,26372,11177,1,2,2,0
563,125409,12269,0,2,4,1
630,146248,19974,0,2,1,1
481,105501,19037,2,0,2,0
849,137450,23756,2,1,1,0
326,84471,21167,0,1,4,0
575,130533,28218,0,2,4,0
598,36956,30167,0,2,2,0
390,60473,48148,0,1,4,0
779,33894,11617,0,3,4,0
757,130584,26534,0,2,1,0
750,118918,30459,0,1,0,0
664,89586,25542,0,3,3,0
650,36709,5303,0,1,2,0
699,101258,34756,1,3,0,0
552,138428,17683,0,0,2,0
758,35210,37695,0,3,0,1
798,69510,16025,1,2,4,1
807,122081,25890,1,3,2,0
603,58674,23715,0,3,0,0
800,145251,9561,0,2,3,0
465,120025,37847,1,0,4,0
714,37733,41531,0,3,2,0
761,40080,32407,1,0,2,0
413,122200,26580,0,1,0,0
732,73412,15169,0,1,2,0
655,144476,22116,0,2,4,1
506,78971,41744,1,0,1,0
534,59709,27043,2,2,0,0
741,79846,7124,0,2,3,0
654,85480,44420,0,3,2,0
814,131768,43051,0,1,4,0
507,72960,12176,0,2,2,1
424,123550,30774,1,3,3,0
437,61152,23676,0,3,4,0
638,47250,29760,2,0,3,0
836,105765,5997,0,1,4,0
367,137265,48769,2,0,1,0
840,68137,42432,1,0,4,0
682,102011,18117,0,2,3,0
318,138922,16231,0,0,0,0
749,143360,34751,0,2,1,0
373,141280,12440,0,0,2,0
575,66412,24911,0,3,1,0
347,63876,48986,0,1,1,0
510,114547,20608,2,1,2,0
839,93664,34665,0,1,4,1
490,70227,32157,1,3,1,0
614,52450,33779,2,3,1,0
412,104433,34968,1,0,0,0
469,93704,32387,0,0,0,0
767,26861,9090,0,0,3,1
313,127294,29945,0,0,2,0
587,81914,45239,0,1,4,0
488,83888,8743,0,0,4,0
454,99286,35924,1,3,3,0
770,81293,15196,0,3,4,0
374,102524,31279,0,3,4,0
576,88515,44776,2,2,0,0
642,43524,8324,0,2,4,0
724,27065,46400,0,2,4,1
810,57684,24641,1,0,3,0
481,108720,32482,0,1,3,0
757,53365,37994,0,1,1,0
363,78876,19863,0,0,4,0
559,43704,42486,1,0,4,0
492,77857,43440,0,2,4,0
705,25622,29111,0,3,0,0
392,103797,8199,0,3,4,0
729,130468,43038,0,2,0,0
733,113955,12897,0,2,1,0
703,120003,46432,0,1,2,0
733,111141,19892,0,2,4,0
411,114707,13271,0,3,3,1
674,107700,42926,0,3,3,0
358,135404,29815,0,0,4,0
342,131733,38357,0,1,0,0
506,99332,14552,0,0,3,0
595,122390,21267,0,1,3,0
417,116856,23268,1,0,1,0
831,86201,19263,1,1,1,1
521,52694,10399,0,2,1,1
465,109766,34811,0,3,3,0
455,42995,34006,0,2,3,0
483,112320,46271,0,1,4,0
389,100141,6076,0,1,4,0
393,102999,12235,0,0,0,0
312,28419,28221,1,1,3,0
737,67952,21417,0,2,4,0
837,143028,37539,0,1,4,0
449,53837,39609,1,1,1,1
307,90799,42249,0,0,1,0
328,68877,38902,0,1,1,0
595,126255,28645,2,0,2,0
639,65687,26682,1,3,4,0
738,119667,28401,1,0,1,0
443,57276,12771,0,1,1,0
818,54523,46335,0,3,3,0
344,86055,13915,2,1,1,0
538,74615,18898,0,0,3,0
454,116642,6913,1,2,0,0
480,130040,42065,0,3,1,0
514,30514,32068,0,2,3,0
387,67456,6942,2,2,1,0
555,27233,25388,0,3,0,0
810,21102,22715,0,2,1,1
372,86133,5337,0,2,3,1
478,66715,28450,0,2,0,0
511,105193,15057,0,2,0,0
533,130545,32713,0,3,0,0
764,124085,13983,0,1,2,0
522,129101,24995,1,2,3,0
563,26256,41468,0,3,2,0
506,141946,31092,2,3,0,0
665,128684,17145,0,3,2,0
575,84800,43886,0,3,1,0
679,148900,28489,0,0,2,0
608,114937,36036,1,1,4,0
567,61548,34613,2,1,0,1
363,92090,33484,1,2,0,0
649,98200,7673,0,3,3,0
793,62367,39890,0,0,1,0
822,148845,16977,1,3,3,0
397,133815,28466,2,2,2,0
370,109922,46018,2,1,4,0
663,90382,32009,0,2,4,0
575,147602,8688,2,2,4,0
349,146270,8748,0,2,4,0
657,146320,44110,0,2,1,0
784,46205,18665,0,2,2,0
383,45570,41898,0,2,4,0
595,50255,25641,1,2,0,0
535,41182,37500,1,1,2,0
355,59373,40797,1,1,1,0
659,63019,24230,0,3,4,0
409,82619,30046,0,3,1,0
491,36043,41803,1,0,4,0
392,65532,40667,0,0,0,0
359,121290,14638,1,1,2,0
338,85936,25827,0,1,0,0
839,39239,26173,0,0,4,0
348,30416,18222,0,1,3,1
719,23412,42010,1,0,2,0
312,101976,23095,0,3,1,0
335,44406,6439,0,1,4,0
400,21875,43381,1,1,0,0
385,139231,25014,0,0,3,0
815,57066,10375,1,2,4,0
522,122072,28487,0,2,1,1
637,25752,46645,0,3,0,0
465,106753,30702,1,1,2,0
682,98025,25600,0,1,3,0
675,21353,7466,0,0,4,0
770,46986,45592,0,2,4,0
330,106907,49398,0,2,4,0
674,124901,11928,0,3,4,0
310,34691,27480,0,2,0,0
601,89847,14111,1,2,2,1
395,68075,45888,1,2,1,0
489,30794,34489,0,0,3,1
752,88470,48832,0,2,4,0
491,36406,14404,0,3,4,0
785,95930,38639,0,2,2,0
565,135897,17582,0,3,2,0
723,46872,5863,0,0,0,0
427,61708,49913,0,0,0,0
537,135492,32684,0,3,0,0
654,126629,8055,0,0,3,0
411,40800,17186,1,1,0,0
745,63397,7682,1,1,4,0
642,143313,43046,0,1,0,0
444,57909,26832,1,1,3,0
364,41352,21997,0,1,0,0
546,121975,39640,1,0,0,0
789,113848,16346,0,3,4,0
738,125596,45491,1,0,4,0
405,35438,12189,0,2,4,1
480,108921,49333,0,1,0,0
483,64999,26770,0,1,4,0
525,38482,44710,0,0,2,0
388,52471,49151,0,2,1,0
829,67279,5244,0,0,1,0
670,129413,37788,1,3,4,0
698,126748,34805,0,1,3,0
405,74213,18917,0,0,4,0
570,133909,10767,0,3,4,0
802,33026,33390,2,1,0,0
824,127625,15247,1,1,3,0
331,105184,8515,1,1,4,0
692,25435,39678,0,2,2,0
339,28493,27266,0,0,1,0
517,92227,15750,0,1,2,0
381,79321,34583,0,1,2,0
500,22763,13076,0,3,2,0
746,40389,23006,0,0,3,0
727,51498,20051,0,3,3,1
337,83755,9314,0,0,3,0
510,121545,33670,0,1,1,0
743,55825,40221,1,2,0,1
626,36934,7015,0,3,4,0
526,25574,15236,1,2,4,0
347,58179,40568,0,2,0,0
317,21587,46791,0,2,4,0
738,62782,49652,0,0,2,1
486,124224,31367,1,0,1,0
644,74412,21352,0,2,4,0
523,80561,15346,1,1,1,1
787,97224,30156,0,1,0,0
528,24409,19035,0,2,4,0
689,147159,21108,1,3,1,0
487,91319,7853,0,3,2,0
569,119016,23620,1,0,2,0
609,46751,9176,0,3,0,1
431,58174,39923,0,1,3,0
371,142678,30920,1,2,4,1
486,76572,11829,2,3,2,0
785,81416,39654,0,2,2,1
490,32041,44239,1,3,0,1
721,43227,30130,0,0,2,0
419,55201,13391,1,1,4,0
519,56069,24324,0,0,0,0
352,102190,45667,0,2,1,0
750,46370,5306,0,1,0,0
711,115018,40843,0,1,4,0
536,145342,35543,0,0,4,0
705,147173,12244,0,3,1,0
721,31586,11611,0,0,0,0
546,70231,27706,2,2,4,0
371,145758,24076,0,3,4,0
484,25322,38043,0,0,1,0
305,85294,10271,0,0,3,0
505,99468,12331,2,3,0,0
843,49299,16553,0,3,4,0
686,110715,36340,0,3,2,1
375,90793,16573,0,0,1,0
476,66501,26409,0,3,3,0
648,77134,25434,0,3,3,0
554,131672,29464,0,3,1,0
607,29777,47840,0,1,3,0
644,31249,25662,0,2,4,0
426,140902,23228,0,3,3,0
586,41390,12386,0,2,0,1
786,40369,11862,0,3,2,0
682,32881,45108,2,3,4,0
705,29587,31252,1,1,1,0
687,113800,14487,0,1,2,0
824,94327,45403,0,3,4,0
575,127009,19604,0,3,2,0
799,107911,22427,0,3,3,0
636,108147,32201,0,2,1,0
780,127562,8042,0,3,1,0
572,27833,15386,2,2,0,0
357,137574,16692,1,1,3,0
627,67013,20225,0,2,0,0
408,137341,21693,0,3,0,0
578,147785,11661,2,1,3,0
627,83620,48021,2,0,4,0
614,35754,23261,2,1,0,0
773,127584,32378,0,0,2,0
410,98113,26219,0,2,4,0
528,116631,16937,0,1,3,0
796,106784,5794,0,1,1,0
455,55282,11786,0,1,4,0
772,56737,41782,0,2,0,0
571,137972,45160,1,3,2,0
301,117427,43121,1,2,3,0
810,44124,41175,0,1,1,0
585,90102,32032,1,3,2,0
312,22196,31427,0,1,1,0
797,81527,22358,1,1,3,0
537,116651,34790,0,0,4,0
393,135477,25621,0,1,0,0
637,105395,33365,0,2,3,1
470,31345,18189,0,2,2,0
766,144544,16213,0,2,4,0
442,54077,12248,0,3,1,0
500,86400,9369,2,0,4,1
479,32055,13050,0,0,4,0
663,123693,33605,0,1,2,0
778,105283,43183,0,1,0,0
770,64484,20398,0,0,4,0
683,97514,45883,0,3,4,0
716,110135,38055,1,2,0,0
607,55771,8195,0,1,0,0
666,132478,30451,0,0,1,0
300,77654,12450,1,3,1,0
343,66540,7925,0,2,0,1
397,103151,19515,0,1,3,0
564,126263,10310,1,2,0,0
439,130284,36817,0,2,1,0
780,137399,32408,0,0,2,0
536,124885,49528,2,0,2,0
371,142393,24280,0,2,4,0
489,49377,22105,0,2,2,0
567,115567,23547,2,1,1,0
620,69573,15774,0,3,2,0
406,62733,20457,0,3,3,0
531,149344,47311,1,2,0,0
341,31760,8980,1,0,0,0
438,133226,25886,0,3,1,1
572,119250,16576,0,2,4,0
780,45762,36891,1,0,0,0
715,70986,41181,1,1,2,0
805,54332,38262,0,3,3,0
723,60100,5947,0,1,4,0
706,24944,5022,0,0,4,0
689,68825,6128,1,2,4,0
641,33877,18986,1,1,0,1
792,49990,37322,2,2,4,0
491,149065,21160,1,3,1,0
798,128443,14808,0,1,2,0
532,119612,34612,0,3,3,0
526,137674,26725,1,3,2,0
670,135074,11998,1,3,1,0
438,75283,44950,0,3,1,0
448,144041,28418,0,3,2,0
414,23258,23040,2,0,0,0
749,140809,25557,0,1,1,0
362,51629,26825,0,2,4,0
403,57579,13998,0,2,3,0
572,42958,41080,0,0,3,0
305,59465,20802,0,2,1,0
446,105853,16167,1,2,4,0
483,35775,40092,0,2,2,0
327,96575,47407,0,1,3,0
849,114633,18338,0,2,4,0
418,54207,15753,1,1,4,0
592,42553,10984,2,2,0,0
670,129938,23895,1,2,1,0
543,73632,48831,2,1,4,0
517,20055,5362,0,0,2,0
476,138012,8454,0,2,3,0
598,108697,26004,0,3,0,0
357,52873,41023,0,3,2,0
568,121505,22601,1,0,3,0
607,100720,10349,0,3,1,0
587,86205,44963,2,1,2,1
404,98199,15047,0,2,3,0
527,45318,12750,0,2,0,0
546,53734,34393,0,2,3,0
793,102227,27463,0,2,4,0
382,38522,14399,0,3,0,0
485,31656,18686,0,3,2,0
551,35893,45803,0,3,1,0
654,131393,39275,0,1,0,1
509,36493,27787,0,3,0,0
746,23632,19776,0,3,0,0
759,115872,34527,0,2,3,0
771,108648,44351,0,3,4,0
669,81779,41695,0,0,1,0
791,58452,20797,0,0,1,0
436,33266,41999,0,2,4,0
666,141187,10302,0,3,3,0
483,136603,43059,0,0,3,0
586,81607,5908,0,0,4,0
771,36940,20123,0,1,4,0
674,44003,17877,1,2,2,0
836,147880,19239,0,0,3,0
810,118408,26435,0,0,0,0
549,54815,32313,1,2,1,0
809,50869,40354,0,3,3,0
372,69297,47103,1,2,4,1
581,80107,22715,0,1,0,0
659,102793,28235,0,1,2,0
309,36682,31129,1,1,2,0
510,39622,15534,0,0,0,0
451,50408,39574,0,3,0,0
304,28837,48060,0,1,4,0
494,84210,22189,0,2,4,0
582,35407,25531,0,1,1,0
763,49309,15967,0,0,1,0
412,91918,21455,1,1,2,0
570,113190,5027,1,3,0,0
462,38895,13660,0,1,2,0
759,141284,30339,2,3,4,0
404,119087,44823,0,3,3,0
581,106912,14616,0,2,4,0
461,20370,15440,1,3,3,0
650,134212,41600,1,0,0,0
733,20486,18107,1,0,0,0
439,43762,33646,0,3,0,0
770,46613,31251,0,3,1,0
431,132804,20954,1,1,1,0
386,23196,21943,0,1,3,0
482,127856,45725,0,2,2,0
667,138975,25215,0,1,2,0
428,114937,15110,1,0,3,0
545,120565,45112,0,1,1,0
677,96349,26555,0,2,4,0
448,84839,21462,0,2,3,0
732,61916,18696,0,3,2,1
768,28572,6031,1,2,3,0
745,133312,28765,0,3,3,0
780,48225,20816,0,0,0,0
593,65853,22868,0,0,1,0
442,69390,15437,0,1,0,0
549,52275,20453,0,2,1,0
601,92379,27222,0,0,3,0
324,21105,19258,0,3,1,0
369,136074,39318,0,2,2,0
411,79896,17977,1,2,0,0
663,63209,42450,1,3,3,0
602,117175,23213,0,2,2,0
770,62487,41519,0,2,1,0
390,38051,15223,2,0,1,0
829,114244,44369,0,3,2,0
491,120995,25843,0,0,1,0
541,142444,8856,1,3,0,0
437,97400,17661,0,1,4,0
644,120300,20591,0,2,1,0
479,86961,11182,0,2,3,0
802,80156,12970,0,0,1,0
502,134682,39862,1,2,3,0
491,77175,35755,0,2,1,0
304,26849,49863,0,0,1,0
536,121551,24416,2,0,3,0
610,38976,18672,2,3,0,0
848,119794,22932,0,1,4,0
355,135912,13559,0,0,4,0
742,137275,5064,0,3,0,0
536,76866,8299,1,0,1,0
496,137752,9849,0,3,4,0
813,67078,10639,0,1,0,0
748,142492,16055,0,3,0,0
659,51113,27058,0,3,4,0
329,135520,34427,0,2,3,0
407,35401,21980,0,0,2,0
744,32884,15866,0,3,3,0
737,104360,8889,0,0,1,0
756,57563,36335,0,3,3,0
794,54414,31162,0,2,2,0
546,36142,28913,1,2,2,1
842,132610,29687,1,1,0,0
738,135128,38220,0,3,1,0
577,91492,15995,0,2,0,0
410,99464,7631,0,0,3,0
684,95257,39954,0,3,3,0
490,96693,10967,0,3,4,0
789,55135,27758,0,1,0,0
725,92232,26742,1,0,0,0
704,47862,42116,0,1,0,0
634,25190,31580,0,3,0,0
508,90199,39227,0,1,2,1
321,125366,6942,1,3,4,0
507,24331,33069,0,3,1,0
307,144184,26806,1,1,1,0
828,72186,19407,0,1,1,0
465,64648,19557,1,3,2,0
795,48549,21445,2,1,4,0
728,101782,22878,2,1,4,0
462,45761,22564,0,3,2,0
665,23262,18093,0,0,0,0
825,131624,40556,0,1,3,0
538,71259,31451,2,1,0,0
371,92572,48168,0,2,1,0
744,144720,29086,0,0,0,0
808,73472,21489,0,1,2,0
568,107858,33004,0,3,1,0
714,104667,25471,0,2,3,0
544,24677,31284,0,2,1,0
359,93508,41693,0,2,0,0
305,100865,23292,0,1,4,1
706,122568,23433,2,3,4,0
516,121437,19568,1,2,4,0
325,129916,14466,1,0,1,0
304,70617,30521,0,2,4,1
831,106029,41672,1,2,2,0
689,38595,20467,0,0,3,0
747,107459,37019,0,2,4,0
445,80148,15419,0,2,2,0
687,66926,21676,0,0,2,0
548,95271,34255,0,1,1,0
825,54457,36514,2,0,1,0
761,62531,48182,0,1,3,1
312,93263,27650,0,1,3,0
683,93300,27754,0,1,0,0
698,148027,17165,0,0,3,0
318,83171,15683,0,0,1,0
790,139229,37556,0,1,2,0
718,146159,20442,1,0,0,0
636,138229,9860,0,1,3,0
718,65771,8729,0,0,2,0
421,113135,36351,1,3,1,0
731,86354,29346,1,0,4,0
343,132743,13619,1,0,0,0
616,133381,16164,0,0,2,0
680,57289,43878,0,1,1,0
444,53892,11955,0,1,1,1
626,91196,5106,1,3,0,0
662,149662,9754,1,3,0,0
349,115057,49293,0,2,3,0
364,58409,26662,0,3,3,0
654,135817,11408,1,1,0,0
463,54470,45403,0,3,0,0
440,38385,6225,0,3,2,0
427,43296,17196,0,0,3,0
697,138566,9250,0,3,1,1
762,81716,20372,2,2,3,0
486,109152,22279,0,0,3,0
489,46382,49865,0,1,0,0
687,96675,35193,0,2,0,0
728,141019,49823,0,1,3,0
583,117596,31868,0,2,4,0
536,42419,43187,0,0,4,0
493,113321,33475,0,2,3,0
586,101238,49552,0,2,4,0
435,145032,7433,1,3,3,0
470,114753,15998,0,1,0,0
458,59291,49343,0,0,0,0
500,32397,36133,2,2,0,0
786,126415,39069,0,1,1,0
803,77888,11858,1,1,0,1
670,55169,13950,0,3,0,0
402,82182,13938,1,1,3,0
424,112476,30168,1,0,4,0
612,62249,37099,0,3,4,0
757,48341,10644,1,2,0,0
529,95603,48846,2,0,0,0
496,66144,14260,0,0,0,0
722,81772,41075,0,0,3,0
470,99360,21488,0,3,3,0
681,33444,5395,1,1,3,1
472,65647,15845,0,0,4,0
752,143662,41059,0,1,1,0
649,134416,23394,0,1,4,0
793,118843,33457,0,0,3,0
303,30974,42305,0,1,2,0
392,132150,47628,0,3,1,0
305,58383,26352,1,3,0,0
587,145548,26146,0,2,4,0
445,114826,22435,0,1,1,0
723,101552,44386,0,1,2,0
756,117648,42491,0,2,1,0
501,114049,24968,0,3,4,0
511,22956,13539,0,2,3,0
305,28077,6263,0,2,0,0
675,56490,18305,0,2,3,0
746,130363,29398,0,1,3,0
405,144713,48702,0,1,4,0
700,123391,37080,2,1,3,0
395,128642,15265,0,1,3,1
687,75612,37152,1,0,4,0
751,120474,32724,1,2,4,0
715,56159,35624,0,2,2,0
803,59710,39119,1,1,3,0
753,103536,44958,0,3,1,0
590,33806,34389,0,0,0,0
833,133096,21650,0,0,0,0
492,98345,31014,1,3,4,0
449,100391,15885,0,1,4,0
814,127412,12434,1,0,2,0
692,114924,35028,0,0,3,0
615,26458,6022,1,2,4,0
375,55524,29331,0,2,4,0
569,26853,7037,0,1,0,0
524,60477,13756,0,1,3,0
829,52222,22443,0,2,2,0
412,38320,39192,0,2,4,0
550,114154,9123,2,2,4,0
532,72243,21603,0,3,4,0
382,65615,5405,2,0,0,0
424,37352,47597,0,1,4,0
474,92833,23702,1,1,4,0
368,113476,47719,0,3,0,0
346,134560,31250,0,2,4,1
555,23203,46751,1,0,3,0
329,59267,26442,0,2,3,0
580,57941,22693,0,1,0,1
536,102809,29005,0,3,3,0
547,45368,49793,0,0,2,0
667,97186,42697,0,0,4,0
794,50984,33988,1,0,2,0
324,61941,37333,0,0,3,0
789,92918,34992,0,3,0,0
793,72683,14522,0,1,0,0
613,146409,46470,0,0,2,0
674,20801,48532,0,0,3,0
324,126538,17121,1,1,4,0
633,132201,19219,1,2,3,0
654,67965,6617,0,0,3,0
415,105269,48016,1,0,0,0
347,142693,29276,0,2,1,0
398,29969,39351,1,1,4,0
758,55969,11704,0,1,4,0
822,102269,45756,0,0,0,1
704,52449,22959,0,1,3,0
513,111679,33522,0,2,0,0
802,45705,14953,0,3,3,0
747,80303,31567,0,2,1,0
557,48363,27560,0,2,1,0
420,50720,7613,0,3,2,0
353,29972,41660,0,2,3,0
630,53351,44501,0,0,0,0
540,131023,42199,0,0,0,0
829,56145,29496,0,1,0,0
782,107948,22765,0,1,2,0
486,109614,30721,2,2,4,0
561,108116,8515,2,0,0,0
663,76235,9454,0,0,1,0
790,34855,45537,0,3,0,0
730,56169,27873,0,1,0,0
538,66404,13384,2,0,0,0
603,39569,18727,0,2,4,0
597,145074,8534,0,0,0,0
375,149006,38523,0,1,4,0
632,74437,36889,0,2,4,1
773,68506,30465,0,1,2,0
582,45738,35593,0,0,1,0
371,26772,26330,0,0,0,0
562,110410,13302,0,0,0,0
311,39731,17907,0,1,0,0
440,30131,29430,0,2,4,0
316,86324,46752,0,0,3,0
362,74097,12181,1,0,1,0
552,101720,17875,0,0,0,0
764,116433,32219,0,3,3,0
675,22889,41182,0,3,3,0
819,29569,20005,0,2,3,0
389,107193,47269,0,1,1,0
474,95677,19245,0,0,3,0
375,105192,11457,0,0,0,0
699,143757,11749,0,1,0,0
370,107154,38064,0,1,2,0
479,97470,14821,0,2,4,0
423,128073,37761,0,1,3,0
680,108822,43051,0,0,4,0
592,146019,18119,0,2,4,0
494,27612,12664,0,3,4,0
527,71644,34281,0,2,4,0
730,52069,45279,0,2,4,0
735,101741,36821,0,2,0,0
760,47331,43233,1,1,1,0
320,75897,29647,1,0,3,0
363,33934,9382,0,1,3,0
464,30095,21449,0,0,0,0
326,111494,22263,0,1,0,0
610,122544,29643,0,2,4,0
584,38706,14408,1,0,1,0
580,63516,28606,1,1,3,0
463,123602,32603,2,2,2,0
523,117008,10069,0,3,0,0
445,54629,24623,0,1,2,0
329,66910,49440,1,1,3,0
344,108540,21891,0,3,0,0
770,144746,12704,1,1,3,0
333,40431,33290,0,3,0,0
726,76733,32460,0,0,3,0
520,60088,22509,0,3,2,0
833,64135,22269,0,2,1,1
666,135786,12975,0,3,0,0
849,58015,49837,0,0,2,0
415,120038,11565,0,3,3,0
538,51385,27467,0,3,2,0
634,90199,9870,0,0,0,0
740,58677,23909,0,1,2,0
447,138104,14117,1,1,3,0
308,32818,6938,0,2,4,0
587,108222,33390,0,2,1,0
687,83001,49322,2,3,1,0
349,43977,41000,2,1,4,0
816,69832,25128,0,1,0,0
577,60931,36781,1,3,2,0
599,103990,8465,0,0,2,0
434,98894,5440,0,1,4,0
446,92204,10413,0,2,4,1
789,65784,16663,0,3,3,0
777,126305,43523,1,0,3,0
458,29921,42780,1,2,1,0
683,54959,24547,2,1,0,0
462,52328,21126,1,0,0,0
740,28859,44520,0,2,4,0
488,144492,5005,0,3,1,0
714,109506,42544,2,0,1,0
638,94408,12038,1,0,3,0
480,143852,11414,1,3,2,0
587,104766,27123,2,1,0,1
486,46708,8970,0,1,1,0
437,38847,16050,1,0,3,0
429,75989,7606,1,0,3,0
493,112641,21482,2,0,3,0
615,145383,38293,0,2,2,1
443,24922,11337,0,0,1,0
315,89928,38948,0,1,4,0
601,72335,29451,0,3,4,0
722,146913,31265,0,3,3,0
544,33541,30714,0,3,3,0
406,39551,25875,0,0,2,0
387,39381,18057,0,0,3,0
428,133319,37400,0,3,1,0
640,75673,10922,0,2,3,0
303,121531,8071,0,2,3,0
626,42948,27025,0,2,1,0
709,112264,32503,0,2,0,0
605,79072,28765,0,1,4,0
524,87560,40560,0,3,3,0
647,102249,37782,0,1,1,0
620,22486,23799,1,0,4,0
480,86691,40453,0,2,2,1
685,30082,32476,0,2,0,0
407,122781,21212,1,3,3,0
830,104105,14428,0,2,0,0
709,27086,36419,2,3,3,0
595,147818,13159,1,0,3,0
470,87853,29310,0,2,3,1
630,121925,41868,0,2,0,0
792,90027,44142,0,1,2,0
494,35916,11004,0,3,1,0
311,35248,43289,0,3,1,0
494,88047,16412,0,2,2,0
789,44226,16755,1,1,2,0
481,45025,24017,0,2,3,0
615,127850,8890,0,3,3,0
329,68380,33840,0,3,1,0
395,27848,22175,0,2,3,0
680,34274,14191,0,0,3,0
743,140092,5151,0,2,2,1
597,74545,24447,0,1,0,0
660,149043,27751,2,3,4,0
673,116494,34175,0,3,4,1
602,135981,29288,0,2,3,0
720,55233,42367,0,0,3,0
545,36304,17274,0,3,4,0
536,133973,17218,0,2,2,0
833,31294,28792,1,0,4,0
484,46425,7977,2,2,4,0
767,88711,22226,0,2,4,0
662,126153,34022,0,2,3,0
582,130777,8793,0,3,3,0
635,113311,6659,0,0,4,0
461,29425,42930,0,1,3,0
459,111549,48473,0,1,4,0
773,113464,21040,0,3,2,0
621,64990,9270,0,3,3,0
311,126748,18286,1,2,0,0
723,93746,8603,1,2,3,0
372,88295,22600,0,0,2,1
500,36091,7291,0,2,2,0
821,139943,18123,2,0,3,0
804,143102,8811,0,2,1,0
338,20002,18347,1,2,4,0
359,142818,36276,0,1,4,0
620,70411,20513,0,3,2,0
734,60958,10142,0,0,3,0
707,147829,28246,1,1,1,0
685,115696,30507,0,2,0,0
377,40707,31714,0,1,4,0
493,35248,17194,0,0,1,0
584,91309,12526,1,3,4,0
826,98322,24362,2,1,3,0
823,71720,49852,2,0,4,0
455,35037,9595,2,2,0,0
639,87421,35394,0,1,3,0
424,125364,20402,0,3,2,0
579,101867,32140,0,0,1,0
427,60612,27595,0,3,4,0
613,108031,47723,1,2,3,0
631,33450,29911,1,3,3,0
449,29491,30752,0,2,4,0
753,137026,24405,0,2,2,0
335,94804,29220,2,1,4,0
719,138446,38953,0,2,2,0
321,113293,41053,0,3,4,1
505,139498,8447,0,1,3,0
655,127443,15662,0,2,0,0
739,26791,9899,0,0,0,0
395,125475,33582,0,0,3,0
463,48314,6935,0,2,0,0
447,71883,47213,2,1,2,0
829,114119,47042,0,1,3,0
593,135557,15335,0,1,2,1
494,107086,22669,2,3,3,0
779,85629,13545,0,0,2,0
422,121291,45247,0,2,2,1
699,131151,43023,1,2,0,0
751,29967,23269,0,0,3,0
403,101754,42830,1,3,4,0
761,63220,12066,0,1,0,0
695,94163,15712,0,0,2,0
636,24947,20991,0,2,2,0
441,59419,40790,0,3,4,0
616,76131,26649,1,2,4,0
826,108714,39315,0,1,2,0
700,48876,35806,2,0,4,1
